CountryName,year,StringencyIndex,Camas_hosp,Cred_pob,Robustez_ins,densidad_pob,pob_65mayor,P10lees,Prime_risk,CDS,Defaul_spred,exs_morta,edu_terciaria,Crecimiento2,Continente,Decesos,muertes,infections,Contagios,Pib_per_prctg,Pob_extrem
Chad,2021,13.89,2.8,1.1,0.1113,11.833,2.4,82,7.5,1200,3,10.5,0.03,-4.056963406,1,181,1355,5703,5703,-4.056963406,86
Chad,2022,13.89,2.8,1.1,0.1103,11.833,2.4,84,8,1400,3.5,3.5,0.03,3.5,1,194,1443,7650,7650,4.6,87
Chile,2019,0,2.11,72.7,0.8083,25.60681316,12.12540643,20.40961192,,,,,,-0.414485105,2,,,0,0,,
Chile,2020,62.66969945,2.11,72.7,0.8214,25.95761178,12.3955778,20.5499954,1.03,100,0.83,,0.2,-6.785702733,2,16499,57098,608973,608973,-6.785702733,2
Chile,2021,41.2,2.11,72.7,0.8175,24.282,12.68114248,20.47980366,0.59,125,0.58,20.74,0.22,11.10935355,2,39096,56257,1808398,1808398,11.10935355,2.1
Chile,2022,31.6228972,2.11,72.7,0.8128,24.282,12.68114248,20.51489953,1.03,150,0.83,,0.24,2.5,2,63149,55391,3710521,3710521,3.7,2.2
Colombia,2019,0,1.71,47.5,0.5123,45.23425507,8.204019269,51.84074641,,,,,,1.796283366,2,,,0,0,,
Colombia,2020,63.19469945,1.71,47.5,0.5088,45.90415683,8.472310762,60.74421118,2.8,150,2.23,14.2,0.1,-8.040898507,2,42620,137597,1642775,1642775,-8.040898507,15
Colombia,2021,61.58934247,1.71,47.5,0.5211,44.223,8.71970649,56.29247879,1.6,175,1.57,13,0.11,9.73738238,2,129866,136500,5169855,5169855,9.73738238,16
Colombia,2022,52.78,1.71,47.5,0.4722,44.223,8.71970649,58.51834499,2.63,200,2.28,113.48,0.12,3,2,142179,135381,6103455,6103455,3.9,17
Costa Rica,2019,0,1.13,59.3,0.7436,99.57955347,9.885492892,27.16227989,,,,,,1.441173774,2,,,0,0,,
Costa Rica,2020,54.38663934,1.13,59.3,0.726,100.334998,10.21832463,34.8877953,8.09,250,6.46,12.7,0.2,-4.927747219,2,2156,8012,169321,169321,-4.927747219,2
Costa Rica,2021,49.4237931,1.13,59.3,0.7338,96.079,10.5302877,31.0250376,4.55,350,4.62,11.5,0.22,6.638824255,2,7354,9005,570556,570556,6.638824255,2.1
Costa Rica,2022,44.44,1.13,59.3,0.7594,96.079,10.5302877,32.95641645,6.6,400,7.69,-1.2,0.24,3.5,2,9085,10001,904934,904934,4.1,2.2
Croatia,2019,0,5.54,52.1,0.6022,72.64050104,21.10572513,6.055915451,,,,,,4.056979224,0,,,0,0,,
Croatia,2020,54.63,5.54,52.1,0.6337,72.33166548,21.570897,6.705492685,4.41,200,3.53,4.25,0.2,-7.700776427,0,3860,10839,210837,210837,-7.700776427,0.5
Croatia,2021,42.89994505,5.54,52.1,0.6365,73.726,21.97091698,6.380704068,2.6,250,2.1,10.8,0.22,14.66060324,0,12493,11165,720538,720538,14.66060324,0.6
Croatia,2022,37.15709677,5.54,52.1,0.6318,73.726,21.97091698,6.543098377,3,300,3.5,9.7,0.24,2.5,0,17583,11489,1137192,1137192,2.7,0.7
Czech Republic,2019,0,6.63,74.3,0.8183,138.2268103,19.82028156,1.072447662,,,,,,2.624557435,0,,,0,0,,
Czech Republic,2020,44.77726776,6.63,74.3,0.806,138.5759288,20.16489295,0.990764409,0.84,150,0.72,8.4,0.3,-6.026656549,0,11889,35052,718661,718661,-6.026656549,0.2
Czech Republic,2021,40.74,6.63,74.3,0.8024,137.176,20.45258804,1.031606035,2.1,200,2.6,-2.17,0.33,3.288700409,0,36332,36260,2480736,2480736,3.288700409,0.2
Czech Republic,2022,43.8536,6.63,74.3,0.8092,137.176,20.45258804,1.011185222,0.71,250,0.89,12.2,0.35,3,0,42149,37445,3920550,3920550,2.6,0.3
Denmark,2019,0,2.5,87.1,0.961,136.52,19.677,0.54157809,,,,,,1.749614095,0,,,0,0,,
Denmark,2020,51.85,2.5,87.1,0.9616,136.52,19.677,0.776381656,1.5,50,0.9,6.7,0.35,-2.347336032,0,1256,3449,163479,163479,3.2,0.1
Denmark,2021,31.5,2.5,87.1,0.9719,136.52,19.677,0.658979873,1.75,75,0.8,8.6,0.38,4.240658413,0,3256,3603,802397,802397,3.7,0.1
Denmark,2022,11.11,2.5,87.1,0.9694,136.52,19.677,0.717680764,2,100,0.7,6.68,0.4,2.5,0,7782,3754,3385836,3385836,3.2,0.1
Dominican Republic,2019,0,1.6,43.2,0.4728,225.2511281,6.760222783,40.48485469,,,,,,3.958404175,5,,,0,0,,
Dominican Republic,2020,75,1.6,43.2,0.4629,227.6891741,6.964985793,46.2622304,5.29,400,4.22,34.27,0.12,-7.657060908,5,2409,4712,170785,170785,-7.657060908,9
Dominican Republic,2021,60.69613699,1.6,43.2,0.4948,222.873,7.168119875,43.37354255,3.02,500,2.97,15,0.14,11.18747229,5,4246,5080,419927,419927,11.18747229,10
Dominican Republic,2022,22.52770833,1.6,43.2,0.5191,222.873,7.168119875,44.81788648,5.03,600,4.31,16.9,0.15,2,5,4384,5445,584029,584029,4.4,11
Ecuador,2019,0,1.5,35.3,0.2949,69.83306491,7.409863518,47.00950984,,,,,,-1.653249634,2,,,0,0,,
Ecuador,2020,58.91112022,1.5,35.3,0.3432,70.81895233,7.544158372,54.48448855,14.69,450,11.73,10.9,0.1,-9.195656221,2,14023,35475,212512,212512,-8.1,10
Ecuador,2021,65.28,1.5,35.3,0.3622,66.939,7.642072697,50.74699919,8.39,550,8.26,96.37,0.12,2.805236029,2,33669,36623,551620,551620,3.7,11
Ecuador,2022,63.3891,1.5,35.3,0.3623,66.939,7.642072697,52.61574387,13.98,650,12,14.7,0.13,3,2,35948,37758,878196,878196,4.3,12
El Salvador,2019,0,2.8,36,0.4697,307.811,8.273,50.66668338,,,,,,1.862065946,2,,,0,0,,
El Salvador,2020,47.22,2.8,36,0.4431,307.811,8.273,51.64121362,9.56,200,7.63,15.3,0.1,-9.041506281,2,1327,1875,46242,46242,-2.9,15
El Salvador,2021,46.3,2.8,36,0.468,307.811,8.273,51.1539485,5.46,250,5.37,10.5,0.12,10.25185314,2,3823,1975,121945,121945,2.7,16
El Salvador,2022,26.85,2.8,36,0.432,307.811,8.273,51.39758106,13.98,300,12,19.1,0.13,3.5,2,4230,2075,201785,201785,3.7,17
France,2019,0,5.98,74.3,0.7998,123.0702941,20.67632521,0.312142501,,,,,,1.620358453,0,,,0,0,,
France,2020,54.29311475,5.98,74.3,0.814,123.4046994,21.00954771,0.325675611,2,50,0.58,7.4,0.4,-8.034379209,0,64004,180799,2677660,2677660,-8.034379209,0.3
France,2021,64.54956164,5.98,74.3,0.8128,122.578,21.32325522,0.318909056,2.25,75,0.41,9.3,0.43,6.774306811,0,120962,179636,10237147,10237147,6.774306811,0.4
France,2022,23.15,5.98,74.3,0.8075,122.578,21.32325522,0.322292334,2.5,100,0.59,10.39,0.45,2,0,158318,178460,30327726,30327726,2.9,0.5
Gambia,2019,0,1.1,28.3,0.3038,207.566,2.339,92.96270178,,,,,,3.16329441,1,,,0,0,,
Gambia,2020,45.37,1.1,28.3,0.3553,207.566,2.339,92.79452002,9.56,750,1.5,15.2,0.02,-3.063275248,1,124,168,3797,3797,-3.04991461,60
Gambia,2021,13.89,1.1,28.3,0.3707,207.566,2.339,92.8786109,7.75,850,1.7,17.5,0.03,2.641827246,1,343,180,10170,10170,2.641827246,61
Gambia,2022,13.89,1.1,28.3,0.4188,207.566,2.339,92.83656546,7.25,950,1.2,14.5,0.03,2.5,1,372,190,12586,12586,4.8,62
Georgia,2019,0,2.6,34.5,0.7279,65.08556982,14.39327169,76.55945392,,,,,,5.162618817,3,,,0,0,,
Georgia,2020,55.56,2.6,34.5,0.7401,65.13027048,14.50160014,81.12236318,4.41,150,3.53,13.79,0.25,-6.824432632,3,2505,6783,227420,227420,-6.824432632,1.5
Georgia,2021,55.19156164,2.6,34.5,0.7413,65.032,14.55674325,78.84090855,2.52,200,2.48,22.6,0.28,10.77870188,3,13800,7052,936844,936844,10.77870188,1.6
Georgia,2022,42.0456,2.6,34.5,0.7024,65.032,14.55674325,79.98163587,4.21,250,3.61,24.9,0.3,4,3,16903,7318,1655221,1655221,3.1,1.7
Germany,2019,0,8,77.4,0.912,237.8229543,21.7302904,0.745610339,,,,,,0.827864779,0,,,0,0,,
Germany,2020,51.81278689,8,77.4,0.9188,238.0173188,21.96373441,0.746364014,1,50,0.8,12.4,0.35,-4.647544976,0,50435,127239,1719737,1719737,-4.647544976,0.2
Germany,2021,54.63,8,77.4,0.9192,237.016,22.17026552,0.745987176,1.25,75,0.7,7.97,0.38,2.93169775,0,118402,128186,7176814,7176814,2.93169775,0.2
Germany,2022,73.12280374,8,77.4,0.9096,237.016,22.17026552,0.746175595,1.5,100,0.6,-3.14,0.4,2.5,0,165397,129120,26409455,26409455,2.8,0.3
Ghana,2019,0,0.9,26.4,0.4831,138.5351587,3.332054873,90.1971207,,,,,,4.229181264,1,,,0,0,,
Ghana,2020,38.89,0.9,26.4,0.5025,141.4317967,3.405507542,90.11618829,7.63,450,9.56,10.8,0.06,-1.605116474,1,335,4487,54771,54771,-1.605116474,40
Ghana,2021,42.40906849,0.9,26.4,0.5106,126.719,3.476763941,90.15665449,5.46,550,5.37,20,0.07,3.167869583,1,1306,4630,143997,143997,3.167869583,41
Ghana,2022,43.52,0.9,26.4,0.5473,126.719,3.476763941,90.13642139,10.48,650,8.99,22.3,0.08,3,1,1461,4771,161481,161481,3.5,42
Granada,2019,0,3.7,18.4,0.4726,317.132,7.304,,,,,,,0.178625591,5,,,0,0,,
Granada,2020,67.5,3.7,18.4,0.449,317.132,7.304,30,3,150,2.2,4.2,0.1,-14.10422464,5,12,12,"1,157",127,-14.15180213,10
Granada,2021,42.5,3.7,18.4,0.4674,317.132,7.304,25,3.5,200,2.5,17.1,0.12,4.854113223,5,200,12,"2,773",6181,4.854113223,11
Granada,2022,29.38,3.7,18.4,0.4674,317.132,7.304,20,4,250,2.8,2.5,0.13,2.5,5,238,12,"3,456",19644,5.8,12
Guyana,2019,0,1.6,14.8,0.4289,4.057673355,5.847990555,,,,,,,4.845497408,2,,,0,0,,
Guyana,2020,13.89,1.6,14.8,0.4375,4.04979426,6.047087187,82.32996169,4,350,2,12.5,0.1,42.78930049,2,164,589,6332,6332,42.78930049,40
Guyana,2021,59.75572603,1.6,14.8,0.449,3.952,6.164558079,82.05307131,4.5,450,2.8,13.1,0.12,19.35515616,2,1051,1021,39779,39779,19.35515616,41
Guyana,2022,61.2527551,1.6,14.8,0.4463,3.952,6.164558079,82.1915165,5,550,3.6,9.4,0.13,3.5,2,1286,811,64969,64969,4.9,42
Honduras,2019,0,0.7,20.1,0.3374,,4.652,64.96419932,,,,,,0.98266168,2,,,0,0,,
Honduras,2020,84.26,0.7,20.1,0.3164,,4.652,64.96419932,5.28,150,6.61,12.2,0.07,-10.42150115,2,3111,10681,121827,121827,-10.42150115,25
Honduras,2021,65.02,0.7,20.1,0.3105,,4.652,64.96419932,3.78,200,3.72,11.3,0.08,10.76287114,2,10434,11011,379402,379402,10.76287114,26
Honduras,2022,23.15,0.7,20.1,0.3192,,4.652,64.96419932,6.29,250,5.4,13.4,0.09,2.5,2,11071,11339,465915,465915,4,27
Hungary,2019,0,7.02,69.8,0.6518,107.0692636,19.61258297,5.540141613,,,,,,4.601390464,0,,,0,0,,
Hungary,2020,48.47893443,7.02,69.8,0.6451,106.8392395,20.09745582,6.317654425,3.23,50,2.58,10.4,0.2,-4.257530879,0,9537,41439,322514,322514,-4.257530879,0.5
Hungary,2021,48.04687671,7.02,69.8,0.6397,108.043,20.41988361,5.928898019,1.85,75,1.82,14.1,0.22,7.540698898,0,39186,42750,1256415,1256415,7.540698898,0.6
Hungary,2022,11.11,7.02,69.8,0.6384,108.043,20.41988361,6.123276222,2.66,100,2.28,7.21,0.24,2.5,0,48495,44049,1919840,1919840,2.5,0.7
Iceland,2019,0,2.91,89.7,0.8778,3.575949618,14.30782941,0.23683303,,,,,,0.206935275,0,,,0,0,,
Iceland,2020,39.40199454,2.91,89.7,0.9064,3.634463949,14.57186182,0.244222041,1.25,75,1,14.2,0.35,-8.00918541,0,31,293,5754,5754,6.5,0.1
Iceland,2021,32.41,2.91,89.7,0.8934,3.404,14.92554039,0.240527535,0.71,100,0.7,-24.88,0.38,2.07533548,0,39,315,27059,27059,5.8,0.1
Iceland,2022,25.5741,2.91,89.7,0.9155,3.404,14.92554039,0.242374788,1.18,125,1.02,15.4,0.4,2.5,0,250,336,188291,188291,3.6,0.1
Irak,2019,0,1.4,18.7,0.1103,,3.186,,,,,,,3.161969237,3,,,0,0,,
Irak,2020,53.7,1.4,18.7,0.1013,,3.186,54.81074678,11.02,500,8.8,15.4,0.1,-17.58660744,3,12808,25508,595291,595291,-10.6,20
Irak,2021,75.93,1.4,18.7,0.1117,,3.186,54.73849923,6.29,600,6.19,25.3,0.12,0.395050371,3,24154,2650,2093740,2093740,2.8,21
Irak,2022,16.67,1.4,18.7,0.1422,,3.186,54.77462301,10.49,700,8.99,17.8,0.13,3.5,3,25374,2750,2465107,2465107,3.2,22
Ireland,2019,0,2.96,69.1,0.9082,71.62636087,14.2427654,0.43006219,,,,,,3.491900991,0,,,0,0,,
Ireland,2020,5.56,2.96,69.1,0.9126,72.36728117,14.54433264,0.284123786,1.25,50,1,1.74,0.35,4.776937267,0,2264,5000,91779,91779,10.6,0.2
Ireland,2021,60.00424658,2.96,69.1,0.912,69.874,14.82906135,0.357092988,0.71,75,0.7,6.91,0.38,12.51824097,0,6084,6000,811840,811840,7.2,0.2
Ireland,2022,23.80009259,2.96,69.1,0.9283,69.874,14.82906135,0.320608387,0.99,100,0.85,25.74,0.4,2.5,0,8431,7000,1565970,1565970,3.6,0.3
Israel,2019,0,2.99,77.9,0.7786,418.3918669,11.67314007,8.743939741,,,,,,1.811358909,3,,,0,0,,
Israel,2020,58.04743169,2.99,77.9,0.7003,425.836414,11.80568929,8.367950219,1.03,50,0.83,-8.15,0.45,-3.863999473,3,3336,10000,423262,423262,-3.863999473,1
Israel,2021,60.19,2.99,77.9,0.7689,402.606,11.9301681,8.55594498,0.59,75,0.58,11.46,0.48,6.467707351,3,8259,12000,1390053,1390053,6.467707351,1.1
Israel,2022,37.66803738,2.99,77.9,0.7656,402.606,11.9301681,8.4619476,0.99,100,0.85,3.27,0.5,3,3,12064,14000,4145249,4145249,3.3,1.2
Italy,2019,0,3.18,67.9,0.6998,,23.021,4.793672218,,,,,,1.665736551,0,,,0,0,,
Italy,2020,82.41,3.18,67.9,0.7244,,23.021,4.726027378,3.23,100,2.58,10.2,0.35,-8.670919099,0,73604,150000,2107166,2107166,-8.597873461,0.4
Italy,2021,53.51,3.18,67.9,0.7114,,23.021,4.759849798,1.82,150,1.85,11.4,0.38,7.33584014,0,137247,170000,6125683,6125683,7.33584014,0.5
Italy,2022,18.29,3.18,67.9,0.722,,23.021,4.742938588,3.7,200,2.64,5.49,0.4,2,0,184792,190000,25143705,25143705,2.7,0.6
Jamaica,2019,0,1.7,54.8,0.6423,259.8128347,6.843835661,,,,,,,0.432912117,2,,,0,0,,
Jamaica,2020,78.7,1.7,54.8,0.6572,260.4280702,7.042547153,51.95621371,8.9,300,6.46,7.57,0.12,-10.39158965,2,302,1000,12827,12827,-10.39158965,15
Jamaica,2021,73.5349863,1.7,54.8,0.6643,266.879,7.236053966,52.01371767,4.62,400,4.55,6.2,0.14,4.167277268,2,2470,1200,94649,94649,4.167277268,16
Jamaica,2022,62.3959,1.7,54.8,0.6712,266.879,7.236053966,51.98496569,7.69,500,6.69,7.4,0.15,2.5,2,3463,2235,137396,137396,4.5,17
Japan,2019,0,13.05,58.4,0.8381,347.4156379,29.27981368,,,,,,,-0.100125011,3,,,0,0,,
Japan,2020,32.61333333,13.05,58.4,0.8215,346.3950617,29.58317845,5.5,1.03,50,0.83,1.32,0.5,-4.225555341,3,3414,31587,235749,235749,-4.225555341,0.1
Japan,2021,35.19,13.05,58.4,0.8458,347.778,29.78708991,5.1,0.59,75,0.58,0.2,0.53,2.089279405,3,18393,23300,1732752,1732752,2.089279405,0.1
Japan,2022,46.22648148,13.05,58.4,0.8578,347.778,29.78708991,4.8,0.99,100,0.85,3.4,0.55,2.5,3,56974,17732,8861399,8861399,2.4,0.1
Kazajistan,2019,0,4.5,44.3,0.4652,6.681,6.991,48.56078952,,,,,,3.16101154,3,,,0,0,,
Kazajistan,2020,73.15,4.5,44.3,0.4692,6.681,6.991,47.46578118,3.23,100,2.58,7.6,0.2,-3.751691999,3,2749,10377,201196,201196,-3.757983454,1.4
Kazajistan,2021,68.52,4.5,44.3,0.4959,6.681,6.991,48.01328535,1.85,150,1.82,1.44,0.22,2.648621825,3,18227,15195,1072518,1072518,2.648621825,1.3
Kazajistan,2022,5.6,4.5,44.3,0.4642,6.681,6.991,47.73953327,2.66,200,2.28,0.71,0.24,2,3,19058,13103,1488306,1488306,3.6,1.2
Kenia,2019,0,1.4,24.7,0.4107,87.324,2.686,93.69456111,,,,,,2.752123824,1,,,0,0,,
Kenia,2020,57.41,1.4,24.7,0.4109,87.324,2.686,93.69426365,8.09,150,6.46,3.4,0.07,-2.535856123,1,1667,25283,96458,96458,-2.471299332,43.1
Kenia,2021,53.78,1.4,24.7,0.4085,87.324,2.686,93.69441238,4.62,200,4.45,4.6,0.08,5.14275096,1,5376,35259,295028,295028,5.14275096,42.4
Kenia,2022,32.37,1.4,24.7,0.3736,87.324,2.686,93.69433802,7.69,250,6.6,4.1,0.09,3,1,5688,32945,342499,342499,4.7,41.7
Lesoto,2019,0,7.5,11.1,0.3763,73.562,4.506,92.90665503,,,,,,1.585560805,1,,,0,0,,
Lesoto,2020,36.11,7.5,11.1,0.3744,73.562,4.506,93.75331129,2,400,0.7,1.2,0.03,-10.33066867,1,64,107,3094,3094,-8.289676751,35.7
Lesoto,2021,42.45,7.5,11.1,0.3796,73.562,4.506,93.32998316,2.5,500,0.8,2.4,0.04,0.229150505,1,671,135,28408,28408,0.229150505,34.9
Lesoto,2022,31.71,7.5,11.1,0.3463,73.562,4.506,93.54164723,3,600,1,11.4,0.04,2.5,1,706,123,34490,34490,4,34.1
Letonia,2019,0,34.3,57.9,0.7993,31.212,19.754,6.258178004,,,,,,3.199320082,0,,,0,0,,
Letonia,2020,75,34.3,57.9,0.8065,31.212,19.754,6.693386136,1.76,50,1.41,3,0.15,-2.99644879,0,635,5066,13865,13865,-3.091924678,1.7
Letonia,2021,65,34.3,57.9,0.8184,31.212,19.754,6.47578207,0.99,75,1.01,4.2,0.17,5.441217335,0,4570,7850,103428,103428,5.441217335,1.6
Letonia,2022,60,34.3,57.9,0.8075,31.212,19.754,6.584584103,1.68,100,1.44,5.4,0.18,2,0,6165,6983,730608,730608,2.9,1.5
Lithuania,2019,0,6.56,63.5,0.8379,44.6205206,20.1774922,3.877157927,,,,,,4.850949754,0,,,0,0,,
Lithuania,2020,48.61,6.56,63.5,0.8357,44.63246567,20.42003832,5.066639228,1.76,50,1.41,14.02,0.2,-0.159159194,0,1800,4520,145052,145052,-0.159159194,1.2
Lithuania,2021,46.77284932,6.56,63.5,0.8525,45.135,20.59000582,4.471898578,0.71,75,0.7,3.1,0.22,4.987122852,0,7397,6534,521692,521692,4.987122852,1.1
Lithuania,2022,30.59881188,6.56,63.5,0.8374,45.135,20.59000582,4.769268903,0,100,0,3.4,0.24,2.5,0,9482,5753,1062819,1062819,2.8,1
Malawi,2019,0,1.3,12.7,0.3201,200.1202482,2.871059728,99.11383355,,,,,,2.699812282,1,,,0,0,,
Malawi,2020,60.19,1.3,12.7,0.3314,205.5267395,2.788998734,98.84634036,1,300,1.2,4.67,0.02,-1.840967838,1,189,1574,6583,6583,-1.840967838,50.1
Malawi,2021,42.25375342,1.3,12.7,0.3223,197.519,2.698272808,98.98008696,1.2,400,1.4,17.5,0.03,0.043866351,1,2355,2334,75828,75828,0.043866351,49.2
Malawi,2022,38.97453704,1.3,12.7,0.3525,197.519,2.698272808,98.91321366,1.4,500,1.6,7,0.03,3,1,2685,2094,85991,85991,4.9,48.3
Malta,2019,0,4.485,77.6,0.7794,1454.037,19.426,1.17108502,,,,,,1.780103596,0,,,0,0,,
Malta,2020,52.78,4.485,77.6,0.7453,1454.037,19.426,0.859044158,1.25,75,1,1,0.25,-10.75854707,0,219,713,12774,12774,-10.35315468,1.9
Malta,2021,43.52,4.485,77.6,0.7387,1454.037,19.426,1.015064589,0.71,100,0.7,2.2,0.28,9.088178157,0,477,1132,52473,52473,9.088178157,1.8
Malta,2022,44.69,4.485,77.6,0.7726,1454.037,19.426,0.937054374,1.18,125,1.02,19,0.3,2.5,0,815,993,116384,116384,3.3,1.7
Marruecos,2019,0,1.1,29.4,0.4515,80.08,6.769,65.75784633,,,,,,1.340397041,1,,,0,0,,
Marruecos,2020,74.07,1.1,29.4,0.4767,80.08,6.769,71.962229,3.67,150,2.93,6.4,0.15,-7.426651489,1,7355,15047,439193,439193,-7.426651489,1.7
Marruecos,2021,64.81,1.1,29.4,0.4726,80.08,6.769,68.86003766,2.1,200,2.06,1.7,0.17,7.3,1,14844,21588,963092,963092,2.5,1.6
Marruecos,2022,24.46,1.1,29.4,0.4622,80.08,6.769,70.41113333,3.5,250,3,8.8,0.18,3,1,16294,19577,1271595,1271595,3.8,1.5
Mexico,2019,0,1.38,41.7,0.4775,66.444,6.857,52.54720564,,,,,,-1.269321979,5,,,0,0,,
Mexico,2020,71.76,1.38,41.7,0.4657,66.444,6.857,52.0696408,6.5,100,1.87,4.2,0.1,-9.274229118,5,147623,235389,1426094,1426094,-9.134043843,6.3
Mexico,2021,44.44,1.38,41.7,0.4796,66.444,6.857,52.30842322,7,125,2.06,1.7,0.12,3.727622936,5,303822,300335,3979723,3979723,3.727622936,6.1
Mexico,2022,17.59,1.38,41.7,0.4988,66.444,6.857,52.18903201,7.5,150,1.92,6.6,0.13,2,5,331415,272860,7234467,7234467,3.1,5.9
Moldavia,2019,0,5.8,25.6,0.4455,123.655,10.864,45.0480591,,,,,,5.365698129,0,,,0,0,,
Moldavia,2020,57.41,5.8,25.6,0.4546,123.655,10.864,48.61854556,9.56,500,7.63,6,0.05,-7.4,0,3110,3891,144818,144818,-5.808098682,2.9
Moldavia,2021,56.48,5.8,25.6,0.4875,123.655,10.864,46.83330233,5.46,750,5.37,11.7,0.06,16.00605274,0,10269,5804,376155,376155,16.00605274,2.8
Moldavia,2022,17.19,5.8,25.6,0.4926,123.655,10.864,47.72592394,9.09,1000,7.8,8.4,0.07,2.5,0,11933,5083,596550,596550,3.2,2.7
Mongolia,2019,0,7,19.9,0.5032,2.075718988,4.123137102,66.20109663,,,,,,3.802940082,3,,,0,0,,
Mongolia,2020,71.3,7,19.9,0.49,2.115133618,4.260283183,65.20620963,9.56,250,7.63,-6.63,0.07,-6.104430814,3,1,82,1195,1195,-6.104430814,2.1
Mongolia,2021,58.84810959,7,19.9,0.4846,1.98,4.418715971,65.70365313,5.46,350,5.37,20.6,0.08,-0.132315991,3,1986,110,693119,693119,-0.132315991,2
Mongolia,2022,16.47697248,7,19.9,0.5195,1.98,4.418715971,65.45493138,9.09,450,7.8,6.2,0.09,3.5,3,2136,98,925073,925073,3.5,1.9
Netherlands,2019,0,3.32,91.3,0.9366,515.1432729,19.31906629,0.762967864,,,,,,1.289889121,0,,,0,0,,
Netherlands,2020,49.15216438,3.32,91.3,0.9281,518.013068,19.64706302,0.713726279,1.9,25,0.5,1.8,0.45,-4.331592046,0,11296,17939,816565,816565,-4.331592046,0.2
Netherlands,2021,75,3.32,91.3,0.9281,508.544,19.95142413,0.738347072,2,50,0.4,-7.75,0.48,4.485334432,0,20884,24652,3171094,3171094,4.485334432,0.2
Netherlands,2022,43.24074766,3.32,91.3,0.9512,508.544,19.95142413,0.726036676,2.1,75,0.4,2.4,0.5,2,0,22990,22643,8183189,8183189,3.1,0.2
New Zealand,2019,0,2.61,84.5,0.9625,18.91003,15.26989934,,,,,,,0.57930066,0,,,0,0,,
New Zealand,2020,22.22,2.61,84.5,0.9739,19.33158634,15.57840749,0.762967864,1.4,25,0.6,-5.85,0.3,-3.406009042,0,25,25,2162,2162,-3.406009042,0.1
